title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-11-03 00:38,unknown,Yes,10-Jan,Rich content,"On the way to and from get off work or going out, between work/study, during leisure","Cultural and bloggers, history buffs, collectors",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-03 09:28,unknown,Yes,20-Nov,details are accurate,Before going to bed late at night / waking up early in the morning,"history buff, student",A. Fully satisfied,C. More indoor scenes,B. Garden area,Introduce calligraphy
Panorama Forbidden City,~2021-11-03 12:00,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","student, traditional culture lover",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,not open location
Panorama Forbidden City,~2021-11-03 14:49,unknown,Yes,10-Jan,details are accurate,studying and working,Cultural industry practitioners,C. Insufficient coverage area,A. Unpopular open areas,D. Other areas,
Panorama Forbidden City,~2021-11-03 14:59,unknown,Yes,20-Nov,Rich content,"Work/study gap, leisure time, study and work","Cultural and art lovers, history lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,Add more cultural relics
Panorama Forbidden City,~2021-11-03 15:36,unknown,Yes,21-40 pieces,details are accurate,studying and working,"History buffs, national trend fans, students, literary youth",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-03 16:27,631709662@qq.com,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural enthusiasts, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,"A. ""Front facing"" area",turret
Panorama Forbidden City,~2021-11-03 16:50,unknown,Yes,10-Jan,distinct personality,studying and working,"Cultural and art lovers, history lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",without
Panorama Forbidden City,~2021-11-03 17:11,unknown,Yes,10-Jan,deep interaction,Before going to bed late at night / waking up early in the morning,"Cultural enthusiasts, history lovers, students, travel enthusiasts",A. Fully satisfied,A. Unpopular open areas,D. Other areas,
Panorama Forbidden City,~2021-11-03 17:44,unknown,Yes,40 or more,details are accurate,"Between work/study, leisure, socializing with like-minded people","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Collections inside
Panorama Forbidden City,~2021-11-03 18:42,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-03 19:16,unknown,Yes,20-Nov,Shooting range,"Studying at work, socializing with like-minded people","History buffs, students, travel enthusiasts",A. Fully satisfied,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-11-03 20:13,unknown,Yes,40 or more,beautiful form,"Work/study gaps, leisure time","History buffs, traditional culture buffs, travel buffs",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-03 20:55,unknown,Yes,20-Nov,Shooting range,"Work/study gaps, leisure time","National tide fans, Internet technology enthusiasts, students, literary youth, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",a lot of content
Panorama Forbidden City,~2021-11-03 21:08,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, during leisure","Cultural and bloggers, history buffs, collectors",A. Fully satisfied,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-03 21:49,unknown,Yes,40 or more,Shooting range,"Between work/study, during leisure, during study and work, during meals","History buffs, students, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,The exhibition area cannot see the cultural relics very well
Panorama Forbidden City,~2021-11-03 22:20,unknown,Yes,40 or more,Rich content,"Work/study gap, leisure time, study and work","Students, literary youth, traditional culture lovers, travel lovers, others",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area","More unopened areas, so that we can better understand the Forbidden City. Even if we go to the Forbidden City, we can't see these areas, but we can see them here, which increases the diversity of the panoramic Forbidden City."
Panorama Forbidden City,~2021-11-03 22:35,unknown,Yes,10-Jan,beautiful form,Before going to bed late at night / waking up early in the morning,other,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-03 23:38,unknown,Yes,10-Jan,distinct personality,"When socializing with like-minded people, late at night before going to bed/early waking up","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area","Don't make the picture so blurry, make it clearer"
Panorama Forbidden City,~2021-11-04 09:13,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary and artistic youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",fully open
Panorama Forbidden City,~2021-11-04 09:28,unknown,Yes,10-Jan,beautiful form,Before going to bed late at night / waking up early in the morning,"Cultural and museum lovers, history lovers, national tide fans, literary youth, traditional culture lovers, travel lovers",D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-04 10:29,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural and blog enthusiasts, national trend fans, students",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-04 11:55,unknown,Yes,10-Jan,innovative,"Work/study gap, leisure time, study and work","National tide fans, students, others",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-04 14:28,unknown,Yes,20-Nov,details are accurate,"Work/study gap, leisure time, study and work","Literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,"can control their own movement, that is, can walk"
Panorama Forbidden City,~2021-11-04 14:30,unknown,Yes,20-Nov,Shooting range,"Work/study gap, leisure time, study and work","students, travel enthusiasts, others",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area","You can see a lot of the scenery of the Forbidden City, it's very good, it's so beautiful"
Panorama Forbidden City,~2021-11-04 15:04,unknown,no,40 or more,deep interaction,studying and working,"Cultural and blogging enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture",D. Too little visible area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-04 16:26,unknown,no,10-Jan,distinct personality,"Work/study gaps, leisure time",other,C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-04 16:44,unknown,Yes,10-Jan,Rich content,while dining,"students, travel enthusiasts, others",A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-04 18:53,unknown,Yes,40 or more,Rich content,"Between work/study, at leisure, when socializing with like-minded people, before going to bed at night/waking up in the morning","Culture and blog enthusiasts, history lovers, national tide fans, Internet technology lovers, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area","There are more exhibition halls for calligraphy and painting series, especially some famous paintings and calligraphers mentioned in textbooks. These are difficult to understand aesthetically, especially calligraphy. As a general public, I know it is very precious, but I cannot understand it. If the Forbidden City recommends us to appreciate it, at least there is a certain aesthetic direction, which is not bad."
Panorama Forbidden City,~2021-11-04 19:00,unknown,Yes,21-40 pieces,details are accurate,"Between work/study, leisure, socializing with like-minded people",student,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-04 21:02,unknown,Yes,21-40 pieces,Shooting range,studying and working,"student, youth",A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-04 22:23,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","Cultural and bloggers, history buffs, collectors",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 08:13,unknown,Yes,10-Jan,deep interaction,studying and working,student,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 08:21,unknown,Yes,21-40 pieces,beautiful form,"Work/study gaps, leisure time",student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-05 10:28,unknown,Yes,40 or more,distinct personality,studying and working,history buff,A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 14:08,unknown,Yes,10-Jan,deep interaction,"Between work/study, at leisure, during study and work, at mealtime, before going to bed at night/waking up in the morning","Cultural enthusiasts, history lovers, students, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",The narration voice can be matched with the picture.
Panorama Forbidden City,~2021-11-05 18:33,unknown,Yes,40 or more,deep interaction,Before going to bed late at night / waking up early in the morning,student,A. Fully satisfied,C. More indoor scenes,D. Other areas,without
Panorama Forbidden City,~2021-11-05 18:59,unknown,Yes,10-Jan,innovative,"On the way to and from work, between work/study, at leisure, when socializing with like-minded people","Cultural and blog enthusiasts, collectors, traditional culture lovers, travel lovers",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,learn more culture
Panorama Forbidden City,~2021-11-05 19:02,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 19:02,unknown,Yes,10-Jan,Shooting range,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people","Cultural and blog enthusiasts, history lovers, national tide fans, Internet technology enthusiasts, literary youth, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 19:03,unknown,Yes,10-Jan,beautiful form,"On the way to and from get off work or going out, during meals, before going to bed late at night / waking up early in the morning","Culture and blog enthusiasts, national tide fans, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,various exhibitions
Panorama Forbidden City,~2021-11-05 19:05,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time",other,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 19:10,unknown,uncertain,10-Jan,deep interaction,"Work/study gaps, leisure time","bloggers, travel enthusiasts",C. Insufficient coverage area,B. Partially closed areas,D. Other areas,without
Panorama Forbidden City,~2021-11-05 19:11,unknown,uncertain,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,bloggers,D. Too little visible area,A. Unpopular open areas,D. Other areas,
Panorama Forbidden City,~2021-11-05 19:14,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, traditional culture lovers, travel lovers",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,Hope to see more famous calligraphy and painting works.
Panorama Forbidden City,~2021-11-05 19:17,unknown,Yes,10-Jan,innovative,"Work/study gaps, leisure time",Travel enthusiast,C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 19:24,unknown,Yes,20-Nov,Update frequency,"On the way to and from get off work or going out, between work/study, during leisure","Bloggers, history buffs",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 19:24,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Culture and blog lovers, history lovers, national tide fans, traditional culture lovers, travel lovers",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",historical explanation
Panorama Forbidden City,~2021-11-05 19:25,unknown,Yes,21-40 pieces,distinct personality,"Between work/study, leisure, socializing with like-minded people","Cultural and blog enthusiasts, collectors, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Is it possible to add some areas that are not open to the outside world?
Panorama Forbidden City,~2021-11-05 19:25,unknown,Yes,20-Nov,Update frequency,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Bloggers, history buffs",D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 19:26,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",traditional culture lovers,D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",Text commentary
Panorama Forbidden City,~2021-11-05 19:26,unknown,no,21-40 pieces,details are accurate,Before going to bed late at night / waking up early in the morning,"Bloggers, history buffs",D. Too little visible area,C. More indoor scenes,B. Garden area,"Ningshou Palace Garden. I hope I can take a picture of the house, or have staff in ancient costumes perform it"
Panorama Forbidden City,~2021-11-05 19:26,unknown,Yes,10-Jan,deep interaction,while dining,Travel enthusiast,A. Fully satisfied,A. Unpopular open areas,D. Other areas,
Panorama Forbidden City,~2021-11-05 19:33,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and bloggers, history buffs, collectors",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 19:37,unknown,Yes,21-40 pieces,Rich content,"Between work/study, at leisure, during meals","Cultural and art lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 19:39,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",The Forbidden City with different seasons
Panorama Forbidden City,~2021-11-05 19:41,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, students, traditional culture lovers, travel lovers",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",Add some specific details.
Panorama Forbidden City,~2021-11-05 19:41,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area","Some venues that are not open are for repair or protection, but can be added for fans to have a sneak peek."
Panorama Forbidden City,~2021-11-05 19:47,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, traditional culture lovers, travel lovers",D. Too little visible area,B. Partially closed areas,B. Garden area,no open place
Panorama Forbidden City,~2021-11-05 19:49,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",traditional culture lovers,A. Fully satisfied,C. More indoor scenes,B. Garden area,can be more casual
Panorama Forbidden City,~2021-11-05 19:49,unknown,Yes,10-Jan,details are accurate,commuting or going out,traditional culture lovers,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 19:53,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","History lover, national tide fan, traditional culture lover, travel lover",D. Too little visible area,B. Partially closed areas,B. Garden area,Situational stories that tour guides love to tell
Panorama Forbidden City,~2021-11-05 20:00,unknown,Yes,10-Jan,details are accurate,"Between work/study, at leisure, before going to bed at night/wake up in the morning","National tide fans, Internet technology enthusiasts, traditional culture enthusiasts, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 20:02,unknown,Yes,40 or more,innovative,"Work/study gaps, leisure time","Cultural and bloggers, history buffs, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:03,unknown,Yes,21-40 pieces,Rich content,"Work/study gaps, leisure time",bloggers,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:06,unknown,Yes,40 or more,Rich content,"On the way to and from get off work or going out, between work/study, during leisure",National tide fans,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",I hope that the items in each hall can have a detailed introduction
Panorama Forbidden City,~2021-11-05 20:07,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, during meals, when socializing with like-minded people","History buffs, traditional culture buffs",D. Too little visible area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-05 20:12,unknown,Yes,10-Jan,distinct personality,commuting or going out,other,C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:13,unknown,Yes,20-Nov,deep interaction,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",I hope to see the close-up view of the inaccessible palace in more detail
Panorama Forbidden City,~2021-11-05 20:13,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and art lovers, literary youth, traditional culture lovers, tourism lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 20:16,unknown,Yes,20-Nov,innovative,Before going to bed late at night / waking up early in the morning,Travel enthusiast,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:19,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",other,D. Too little visible area,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:23,unknown,Yes,10-Jan,Shooting range,"On the way to and from get off work or going out, between work/study, at leisure, when socializing with like-minded people, before going to bed at night / waking up in the morning","Cultural and museum lovers, history lovers, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","The historical story of the location. Want to know the history of people, events, buildings, etc."
Panorama Forbidden City,~2021-11-05 20:34,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,B. Partially closed areas,D. Other areas,It would be more perfect if each scene could be combined with relevant historical facts.
Panorama Forbidden City,~2021-11-05 20:50,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","History buffs, national tide fans, students, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-05 20:52,unknown,Yes,20-Nov,details are accurate,studying and working,student,A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 20:53,unknown,Yes,21-40 pieces,details are accurate,"Work/study gaps, leisure time",history buff,A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 21:05,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, collectors, fans of national tide, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",Detailed content information for each temple and artwork
Panorama Forbidden City,~2021-11-05 21:14,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time",Travel enthusiast,A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-11-05 21:19,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time",traditional culture lovers,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Increase the content that can be browsed in the undeveloped area
Panorama Forbidden City,~2021-11-05 21:20,unknown,Yes,10-Jan,Rich content,"On the way to and from get off work or going out, between work/study, at leisure, before going to bed at night/waking up in the morning","History buffs, traditional culture buffs, travel buffs",C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area","A little more allusions, it is best to have what each temple experienced. Because there is not enough time to visit Beijing once. Plus the epidemic."
Panorama Forbidden City,~2021-11-05 21:21,unknown,Yes,10-Jan,Shooting range,"During meals, before going to bed late at night / waking up early in the morning","Cultural and bloggers, history buffs, others",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 21:23,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural and Expo enthusiasts, history lovers, collectors, fans of the country, practitioners in the cultural and expo industry, literary youth, traditional culture lovers, international friends who love Chinese culture, and travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 21:24,unknown,Yes,40 or more,innovative,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and art lovers, history lovers, collectors, students, literary youth, traditional culture lovers, travel lovers, others",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-11-05 21:30,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time",bloggers,B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 21:47,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, before going to bed at night/wake up in the morning","student, traditional culture lover",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 21:56,unknown,Yes,40 or more,details are accurate,"Work/study gap, leisure time, study and work","History lovers, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 22:14,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, literary youth",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,I hope to increase the area that cannot be visited or not open during the actual tour of the Forbidden City
Panorama Forbidden City,~2021-11-05 22:21,unknown,Yes,40 or more,innovative,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Culture and blog enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-05 22:29,unknown,Yes,20-Nov,details are accurate,"Between work/study, at leisure, during meals, before going to bed at night/waking up in the morning","Cultural and blog enthusiasts, history lovers, national tide fans, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area","You need audio, and you can have a more comprehensive understanding of the Forbidden City with commentary"
Panorama Forbidden City,~2021-11-05 22:52,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",bloggers,C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-05 22:54,unknown,Yes,20-Nov,innovative,Before going to bed late at night / waking up early in the morning,history buff,A. Fully satisfied,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-05 23:33,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time","History lovers, students, traditional culture lovers, travel lovers",A. Fully satisfied,C. More indoor scenes,B. Garden area,"Very good, no need to increase"
Panorama Forbidden City,~2021-11-06 03:27,unknown,Yes,10-Jan,Rich content,Before going to bed late at night / waking up early in the morning,other,A. Fully satisfied,B. Partially closed areas,"C. ""After bed"" area",in thinking
Panorama Forbidden City,~2021-11-06 05:13,unknown,Yes,10-Jan,Rich content,commuting or going out,"Traditional culture lover, travel lover",D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-06 05:54,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",Travel enthusiast,B. Basic Satisfaction,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-11-06 07:28,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-06 07:55,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",history buff,A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",Historical Events
Panorama Forbidden City,~2021-11-06 08:15,unknown,Yes,10-Jan,details are accurate,Before going to bed late at night / waking up early in the morning,student,A. Fully satisfied,C. More indoor scenes,B. Garden area,audio guide
Panorama Forbidden City,~2021-11-06 08:26,unknown,Yes,21-40 pieces,distinct personality,"On the way to and from get off work or going out, between work/study, during leisure","students, literary youth, others",A. Fully satisfied,B. Partially closed areas,D. Other areas,"old turtle, turret"
Panorama Forbidden City,~2021-11-06 08:28,unknown,Yes,10-Jan,Shooting range,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural enthusiasts, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",Hope to add relevant historical stories
Panorama Forbidden City,~2021-11-06 08:38,unknown,Yes,10-Jan,Shooting range,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural and blog enthusiasts, history lovers, national tide fans, traditional culture lovers",C. Insufficient coverage area,A. Unpopular open areas,"A. ""Front facing"" area",Cultural relics collected by the Palace Museum
Panorama Forbidden City,~2021-11-06 08:42,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",student,C. Insufficient coverage area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-06 09:08,unknown,Yes,10-Jan,Shooting range,"When socializing with like-minded people, late at night before going to bed/early waking up",Travel enthusiast,B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-11-06 10:03,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 10:06,unknown,no,20-Nov,Update frequency,while dining,student,C. Insufficient coverage area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-11-06 10:15,unknown,uncertain,10-Jan,deep interaction,"On the way to and from get off work or going out, between work/study, at leisure, during study and work","students, other",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 10:17,unknown,Yes,20-Nov,Shooting range,"On the way to and from work, between work/study, at leisure, when socializing with like-minded people","Collection enthusiasts, national tide fans, students, travel enthusiasts",B. Basic Satisfaction,C. More indoor scenes,D. Other areas,Introduction of historical figures
Panorama Forbidden City,~2021-11-06 10:45,unknown,uncertain,21-40 pieces,Shooting range,"Work/study gaps, leisure time",Travel enthusiast,C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",multiple open areas
Panorama Forbidden City,~2021-11-06 11:25,unknown,Yes,20-Nov,beautiful form,"Work/study gaps, leisure time","Guochao fans, Internet technology enthusiasts",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 12:15,unknown,Yes,40 or more,details are accurate,while dining,bloggers,A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 12:57,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, collectors, students, practitioners in the cultural and blog industry, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts",A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 13:04,unknown,Yes,10-Jan,Rich content,When socializing with like-minded people,"Traditional culture lover, travel lover",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Hope to have more points on the unopened parts and other knowledge points
Panorama Forbidden City,~2021-11-06 13:25,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 13:44,unknown,Yes,20-Nov,deep interaction,studying and working,student,A. Fully satisfied,C. More indoor scenes,B. Garden area,
